template,categoria,ordem,nome,filename,prompt
"cafeteria","Doces & Confeitaria",33,"Bolo de Cenoura (fatia)","cafeteria-bolo-de-cenoura-fatia.jpg","Bolo de Cenoura (fatia), cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Doces & Confeitaria",34,"Cheesecake (fatia)","cafeteria-cheesecake-fatia.jpg","Cheesecake (fatia), cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Doces & Confeitaria",35,"Brownie","cafeteria-brownie.jpg","Brownie, cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Doces & Confeitaria",36,"Torta de Limão (fatia)","cafeteria-torta-de-limao-fatia.jpg","Torta de Limão (fatia), cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Doces & Confeitaria",37,"Cookie Artesanal","cafeteria-cookie-artesanal.jpg","Cookie Artesanal, cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Doces & Confeitaria",38,"Brigadeiro Gourmet","cafeteria-brigadeiro-gourmet.jpg","Brigadeiro Gourmet, cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Doces & Confeitaria",39,"Waffle com Sorvete","cafeteria-waffle-com-sorvete.jpg","Waffle com Sorvete, cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Doces & Confeitaria",40,"Pão de Mel","cafeteria-pao-de-mel.jpg","Pão de Mel, cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Combos Café da Manhã",41,"Combo Café da Manhã","cafeteria-combo-cafe-da-manha.jpg","Combo Café da Manhã, cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Combos Café da Manhã",42,"Combo Brunch","cafeteria-combo-brunch.jpg","Combo Brunch, cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"cafeteria","Combos Café da Manhã",43,"Combo Lanche da Tarde","cafeteria-combo-lanche-da-tarde.jpg","Combo Lanche da Tarde, cafe bakery food, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí no Copo",1,"Açaí 300ml","acai-acai-300ml.jpg","Açaí 300ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí no Copo",2,"Açaí 500ml","acai-acai-500ml.jpg","Açaí 500ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí no Copo",3,"Açaí 700ml","acai-acai-700ml.jpg","Açaí 700ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí no Copo",4,"Açaí 1 Litro","acai-acai-1-litro.jpg","Açaí 1 Litro, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Tigelas",5,"Tigela Clássica 500ml","acai-tigela-classica-500ml.jpg","Tigela Clássica 500ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Tigelas",6,"Tigela 1L Família","acai-tigela-1l-familia.jpg","Tigela 1L Família, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Tigelas",7,"Tigela Fitness","acai-tigela-fitness.jpg","Tigela Fitness, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Tigelas",8,"Tigela Tropical","acai-tigela-tropical.jpg","Tigela Tropical, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí Especiais",9,"Açaí Napolitano","acai-acai-napolitano.jpg","Açaí Napolitano, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí Especiais",10,"Açaí com Paçoca","acai-acai-com-pacoca.jpg","Açaí com Paçoca, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí Especiais",11,"Açaí Power","acai-acai-power.jpg","Açaí Power, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí Especiais",12,"Açaí Ovomaltine","acai-acai-ovomaltine.jpg","Açaí Ovomaltine, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí Especiais",13,"Açaí Oreo","acai-acai-oreo.jpg","Açaí Oreo, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Açaí Especiais",14,"Açaí Zero","acai-acai-zero.jpg","Açaí Zero, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Pitaya & Cupuaçu",15,"Pitaya 300ml","acai-pitaya-300ml.jpg","Pitaya 300ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Pitaya & Cupuaçu",16,"Pitaya 500ml","acai-pitaya-500ml.jpg","Pitaya 500ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Pitaya & Cupuaçu",17,"Tigela de Pitaya","acai-tigela-de-pitaya.jpg","Tigela de Pitaya, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Pitaya & Cupuaçu",18,"Cupuaçu 500ml","acai-cupuacu-500ml.jpg","Cupuaçu 500ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",19,"Granola","acai-granola.jpg","Granola, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",20,"Leite Condensado","acai-leite-condensado.jpg","Leite Condensado, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",21,"Nutella","acai-nutella.jpg","Nutella, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",22,"Morango","acai-morango.jpg","Morango, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",23,"Banana","acai-banana.jpg","Banana, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",24,"Ovomaltine","acai-ovomaltine.jpg","Ovomaltine, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",25,"Oreo","acai-oreo.jpg","Oreo, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",26,"Paçoca","acai-pacoca.jpg","Paçoca, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",27,"Leite em Pó","acai-leite-em-po.jpg","Leite em Pó, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",28,"Whey Protein","acai-whey-protein.jpg","Whey Protein, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Adicionais",29,"Pasta de Amendoim","acai-pasta-de-amendoim.jpg","Pasta de Amendoim, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Bebidas",30,"Smoothie de Açaí","acai-smoothie-de-acai.jpg","Smoothie de Açaí, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Bebidas",31,"Vitamina de Açaí","acai-vitamina-de-acai.jpg","Vitamina de Açaí, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Bebidas",32,"Suco de Açaí com Guaraná","acai-suco-de-acai-com-guarana.jpg","Suco de Açaí com Guaraná, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Bebidas",33,"Água de Coco 300ml","acai-agua-de-coco-300ml.jpg","Água de Coco 300ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Bebidas",34,"Refrigerante 350ml","acai-refrigerante-350ml.jpg","Refrigerante 350ml, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Combos",35,"Combo Açaí 500ml + Suco","acai-combo-acai-500ml-suco.jpg","Combo Açaí 500ml + Suco, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Combos",36,"Combo Casal","acai-combo-casal.jpg","Combo Casal, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Combos",37,"Combo Família","acai-combo-familia.jpg","Combo Família, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"acai","Combos",38,"Combo Fitness","acai-combo-fitness.jpg","Combo Fitness, brazilian acai bowl smoothie, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Entradas",1,"Harumaki (6un)","sushi-harumaki-6un.jpg","Harumaki (6un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Entradas",2,"Gyoza (6un)","sushi-gyoza-6un.jpg","Gyoza (6un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Entradas",3,"Sunomono","sushi-sunomono.jpg","Sunomono, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Entradas",4,"Edamame","sushi-edamame.jpg","Edamame, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Entradas",5,"Shimeji na Manteiga","sushi-shimeji-na-manteiga.jpg","Shimeji na Manteiga, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Entradas",6,"Tempurá de Legumes (8un)","sushi-tempura-de-legumes-8un.jpg","Tempurá de Legumes (8un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Sashimis",7,"Sashimi de Salmão (5 fatias)","sushi-sashimi-de-salmao-5-fatias.jpg","Sashimi de Salmão (5 fatias), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Sashimis",8,"Sashimi de Atum (5 fatias)","sushi-sashimi-de-atum-5-fatias.jpg","Sashimi de Atum (5 fatias), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Sashimis",9,"Sashimi Misto (10 fatias)","sushi-sashimi-misto-10-fatias.jpg","Sashimi Misto (10 fatias), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Sashimis",10,"Tataki de Salmão","sushi-tataki-de-salmao.jpg","Tataki de Salmão, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Sashimis",11,"Carpaccio de Salmão","sushi-carpaccio-de-salmao.jpg","Carpaccio de Salmão, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Combinados",12,"Combo 15 Peças","sushi-combo-15-pecas.jpg","Combo 15 Peças, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Combinados",13,"Combo 25 Peças","sushi-combo-25-pecas.jpg","Combo 25 Peças, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Combinados",14,"Combo Salmão 20 Peças","sushi-combo-salmao-20-pecas.jpg","Combo Salmão 20 Peças, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Combinados",15,"Combo Premium 30 Peças","sushi-combo-premium-30-pecas.jpg","Combo Premium 30 Peças, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Combinados",16,"Combo Família 50 Peças","sushi-combo-familia-50-pecas.jpg","Combo Família 50 Peças, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Combinados",17,"Combo Festa 60 Peças","sushi-combo-festa-60-pecas.jpg","Combo Festa 60 Peças, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Temakis",18,"Temaki Salmão","sushi-temaki-salmao.jpg","Temaki Salmão, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Temakis",19,"Temaki Salmão Skin","sushi-temaki-salmao-skin.jpg","Temaki Salmão Skin, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Temakis",20,"Temaki Atum","sushi-temaki-atum.jpg","Temaki Atum, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Temakis",21,"Temaki Camarão Empanado","sushi-temaki-camarao-empanado.jpg","Temaki Camarão Empanado, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Temakis",22,"Temaki Califórnia","sushi-temaki-california.jpg","Temaki Califórnia, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Rolls & Uramakis",23,"Hot Philadelphia (10un)","sushi-hot-philadelphia-10un.jpg","Hot Philadelphia (10un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Rolls & Uramakis",24,"Uramaki Salmão (8un)","sushi-uramaki-salmao-8un.jpg","Uramaki Salmão (8un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Rolls & Uramakis",25,"Philadelphia Roll (8un)","sushi-philadelphia-roll-8un.jpg","Philadelphia Roll (8un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Rolls & Uramakis",26,"Dragon Roll (8un)","sushi-dragon-roll-8un.jpg","Dragon Roll (8un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Rolls & Uramakis",27,"Rainbow Roll (8un)","sushi-rainbow-roll-8un.jpg","Rainbow Roll (8un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Rolls & Uramakis",28,"Joe de Salmão (4un)","sushi-joe-de-salmao-4un.jpg","Joe de Salmão (4un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Rolls & Uramakis",29,"Joe de Camarão (4un)","sushi-joe-de-camarao-4un.jpg","Joe de Camarão (4un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Niguiris",30,"Niguiri Salmão (2un)","sushi-niguiri-salmao-2un.jpg","Niguiri Salmão (2un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Niguiris",31,"Niguiri Atum (2un)","sushi-niguiri-atum-2un.jpg","Niguiri Atum (2un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Niguiris",32,"Niguiri Camarão (2un)","sushi-niguiri-camarao-2un.jpg","Niguiri Camarão (2un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Niguiris",33,"Niguiri de Salmão Maçaricado (2un)","sushi-niguiri-de-salmao-macaricado-2un.jpg","Niguiri de Salmão Maçaricado (2un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Pratos Quentes",34,"Yakissoba Tradicional","sushi-yakissoba-tradicional.jpg","Yakissoba Tradicional, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Pratos Quentes",35,"Yakissoba de Camarão","sushi-yakissoba-de-camarao.jpg","Yakissoba de Camarão, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Pratos Quentes",36,"Lámen de Chashu","sushi-lamen-de-chashu.jpg","Lámen de Chashu, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Pratos Quentes",37,"Lámen Picante","sushi-lamen-picante.jpg","Lámen Picante, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Pratos Quentes",38,"Tempurá de Camarão (8un)","sushi-tempura-de-camarao-8un.jpg","Tempurá de Camarão (8un), japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Pratos Quentes",39,"Yakimeshi","sushi-yakimeshi.jpg","Yakimeshi, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Pratos Quentes",40,"Donburi de Salmão","sushi-donburi-de-salmao.jpg","Donburi de Salmão, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Bebidas",41,"Coca-Cola 350ml","sushi-coca-cola-350ml.jpg","Coca-Cola 350ml, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Bebidas",42,"Guaraná Antarctica 350ml","sushi-guarana-antarctica-350ml.jpg","Guaraná Antarctica 350ml, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Bebidas",43,"Chá Gelado","sushi-cha-gelado.jpg","Chá Gelado, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Bebidas",44,"Sake Azuma Kirin 370ml","sushi-sake-azuma-kirin-370ml.jpg","Sake Azuma Kirin 370ml, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Bebidas",45,"Cerveja Sapporo 350ml","sushi-cerveja-sapporo-350ml.jpg","Cerveja Sapporo 350ml, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"sushi","Bebidas",46,"Água Mineral 500ml","sushi-agua-mineral-500ml.jpg","Água Mineral 500ml, japanese sushi restaurant, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Lata",1,"Brahma Chopp 350ml","adega-brahma-chopp-350ml.jpg","Brahma Chopp 350ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Lata",2,"Heineken 350ml","adega-heineken-350ml.jpg","Heineken 350ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Lata",3,"Budweiser 350ml","adega-budweiser-350ml.jpg","Budweiser 350ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Lata",4,"Amstel 350ml","adega-amstel-350ml.jpg","Amstel 350ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Lata",5,"Spaten 350ml","adega-spaten-350ml.jpg","Spaten 350ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Lata",6,"Corona 330ml Lata","adega-corona-330ml-lata.jpg","Corona 330ml Lata, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Long Neck",7,"Heineken Long Neck 330ml","adega-heineken-long-neck-330ml.jpg","Heineken Long Neck 330ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Long Neck",8,"Budweiser Long Neck 330ml","adega-budweiser-long-neck-330ml.jpg","Budweiser Long Neck 330ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Long Neck",9,"Stella Artois Long Neck 330ml","adega-stella-artois-long-neck-330ml.jpg","Stella Artois Long Neck 330ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Long Neck",10,"Corona Extra Long Neck 330ml","adega-corona-extra-long-neck-330ml.jpg","Corona Extra Long Neck 330ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Long Neck",11,"Eisenbahn Pilsen Long Neck 355ml","adega-eisenbahn-pilsen-long-neck-355ml.jpg","Eisenbahn Pilsen Long Neck 355ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas 600ml & Litrão",12,"Brahma Chopp 600ml","adega-brahma-chopp-600ml.jpg","Brahma Chopp 600ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas 600ml & Litrão",13,"Skol 600ml","adega-skol-600ml.jpg","Skol 600ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas 600ml & Litrão",14,"Antarctica Original 600ml","adega-antarctica-original-600ml.jpg","Antarctica Original 600ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas 600ml & Litrão",15,"Heineken 600ml","adega-heineken-600ml.jpg","Heineken 600ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas 600ml & Litrão",16,"Brahma Duplo Malte Litrão 1L","adega-brahma-duplo-malte-litrao-1l.jpg","Brahma Duplo Malte Litrão 1L, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Artesanais & Especiais",17,"Colorado Appia 600ml","adega-colorado-appia-600ml.jpg","Colorado Appia 600ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Artesanais & Especiais",18,"Praya Witbier 600ml","adega-praya-witbier-600ml.jpg","Praya Witbier 600ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Artesanais & Especiais",19,"Baden Baden Witbier 600ml","adega-baden-baden-witbier-600ml.jpg","Baden Baden Witbier 600ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"adega","Cervejas Artesanais & Especiais",20,"Eisenbahn Weizenbier 355ml","adega-eisenbahn-weizenbier-355ml.jpg","Eisenbahn Weizenbier 355ml, wine shop, wine bottle, drinks, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
